6518,Cobusca Veche,46.97220,29.17920
7723,Nicolaevca,46.77220,29.21060
6501,Anenii Noi,46.87890,29.22470
6511,Botnăreştii Noi,46.92030,29.16690
7722,Larga,46.75830,29.16080
6511,Salcia,46.94250,29.16940
7724,Ochiul Roş,46.76720,29.11060
6501,Beriozchi,46.87330,29.26250
6515,Chirca,46.92250,29.10920
6525,Maxim ove a,47.01000,29.01280
6523,Gura Bîcului,46.93110,29.45860
6526,Petrovca,46.97530,29.08580
6530,Roşcani,46.90060,29.32060
6514,Chetrosu,46.91640,29.04360
6529,Puhăceni,47.08890,29.34670
6501,Albiniţa,46.89056,29.17389
6513,Calfa Noua,46.91250,29.36140
6524,Hîrbovăţ,46.84250,29.35830
6513,Calfa,46.90420,29.37530
6534,Şerpeni,47.02080,29.34970
6511,Botnăreşti,46.93470,29.16220
6521,Floreni,46.93470,28.99280
6501,Albiniţa,46.89056,29.17389
6516,Batîc,46.79560,29.19140
7722,Picus,46.75000,29.09420
6517,Cobusca Nouă,46.93140,29.20690
6522,Geamăna,46.81830,29.13890
6518,Floreşti,46.97220,29.17920
6527,Merenii Noi,46.92440,29.05640
6519,Creţoaia,46.86670,29.13470
6512,Bulboaca,46.88310,29.30970
6537,Balmaz,46.79810,29.28500
6531,Ruseni,46.88530,29.20000
6520,Delacău,47.09890,29.30310
6537,Mirnoe,46.80140,29.22890
6526,Mereni,46.96330,29.05330
6516,Ciobanovca,46.81440,29.19000
6501,Hîrbovăţul Nou,46.83190,29.27750
6531,Albiniţa,46.89060,29.17390
6513,Calfa Nouă,46.91250,29.36140
6517,Cobusca Noua,46.93140,29.20690