7314,Cania,46.28140,28.22860
7312,Leca,46.30970,28.20500
7337,Hîrtop,46.23390,28.25110
7312,Anton eşti,46.33780,28.21720
7339,Hănăseni,46.34810,28.33030
7317,Cîietu,46.13530,28.48170
7313,Baimaciia,46.18720,28.38690
7333,Rumeanţev,46.11360,28.28220
7314,lepureni,46.26330,28.22140
7328,Lărguţa,46.30500,28.31920
7322,Coştangalia,46.11000,28.38720
7336,Samalia,46.27330,28.43580
7315,Capaclia,46.32860,28.39970
7329,Crăciun,46.23280,28.35170
7312,Antononovca,46.33780,28.21720
7324,Bobocica,46.22810,28.41600
7319,Cîrpeşti,46.26360,28.33670
7331,Plopi,46.20780,28.21420
7337,Alexandrovca,46.23000,28.26640
7318,Flocoasa,46.15280,28.25140
7332,Porumbeşti,46.31390,28.27750
7321,Cociulia,46.35780,28.41470
7326,Constantinovca,46.14780,28.16720
7318,Ciobalaccia,46.17440,28.28720
7320,Cîşl a,46.14190,28.33330
7327,Haragîş,46.28940,28.37830
7329,Popovca,46.24810,28.30940
7317,Dimitrova,46.15890,28.46810
7301,Cantemir,46.27806,28.20083
7333,Constantineşti,46.11140,28.21500
7344,Sadîc,46.26750,28.51280
7336,Şamalia,46.27330,28.43580
7325,Ghioltosu,46.19170,28.16030
7311,Acui,46.18670,28.42470
7324,Floricica,46.23440,28.41190
7316,Chioselia,46.14110,28.40390
7330,Pleşeni,46.35670,28.34250
7326,Gote şti,46.14780,28.16720
7329,Lingura,46.23310,28.32250
7324,Enichioi,46.22170,28.42000