3014,Bulboci,48.03970,28.08390
3013,Balinţii Noi,48.32060,28.02360
3017,Cureşniţa,48.22780,28.17640
3015,Căinării Vechi,48.00810,28.12500
3032,Redi-Cereşnovăţ,48.06330,28.31750
3019,Dubna,48.01500,28.31530
3029,Parcani,48.06190,28.29030
3043,Cureşniţa Nouă,48.18140,28.12250
3020,Dumbrăveni,48.05060,28.22810
3028,Ocolina,48.12560,28.26310
3031,Racovăţ,48.08250,28.40610
3026,lorjniţa,48.19330,28.21780
3035,Inundeni,48.12470,28.35830
3030,Pîrliţa,48.07580,28.21000
3052,Cremenciug,48.27690,28.08530
3013,Balinţi,48.32060,28.02360
3028,Oclanda,48.28920,28.06030
3014,Bulbocii Noi,48.06030,28.11860
3027,Oclanda,48.28920,28.06030
3050,Alexandru Cel Bun,48.09690,28.34060
6647,Nimereuca,48.11390,28.53560
3015,Floriceni,48.02080,28.01640
3021,Egoreni,48.20160,28.35950
5138,Decebal,48.29690,27.97610
3033,Regina Măria,48.05860,28.14080
6641,Cerlina,48.08140,28.60750
3017,Cureşniţa,48.22780,28.17640
3022,Grigorăuca,48.20780,28.09970
3011,Bădiceni,48.20330,28.05440
3025,larova,48.31970,28.04940
3018,Dărcăuţi,48.22780,27.98080
3033,Lugovoe,48.07030,28.17830
5128,Niorcani,48.30720,27.90830
3018,Dărcăuţii Noi,48.20970,28.00190
3039,Livezi,48.23580,28.04940
3024,Hristici,48.12080,28.18390
3012,Băxani,48.12390,28.09470
3018,Mălcăuţi,48.21390,27.94080
3016,Cosăuţi,48.22890,28.29110
3023,Holoşniţa,48.24750,28.17690